datetime,open,high,low,close,volume
2026-03-18 11:00:00+00:00,2311.71,2317.52,2302.99,2313.59,26070.429999999986
2026-03-18 11:15:00+00:00,2313.59,2315.99,2291.75,2294.1,15828.229999999983
2026-03-18 11:30:00+00:00,2294.1,2296.88,2262.05,2275.13,96074.66000000016
2026-03-18 11:45:00+00:00,2275.13,2275.92,2264.89,2268.13,27726.859999999964
2026-03-18 12:00:00+00:00,2268.13,2269.76,2253.0,2259.0,42528.02000000004
2026-03-18 12:15:00+00:00,2259.0,2262.96,2254.98,2262.52,25688.58999999998
2026-03-18 12:30:00+00:00,2262.52,2262.62,2236.54,2241.04,66456.57000000015
2026-03-18 12:45:00+00:00,2241.04,2245.48,2234.93,2236.26,43042.68000000004
2026-03-18 13:00:00+00:00,2236.26,2239.32,2222.23,2236.82,47104.43000000004
2026-03-18 13:15:00+00:00,2236.82,2240.95,2228.86,2237.71,26949.15999999999
2026-03-18 13:30:00+00:00,2237.71,2244.07,2230.74,2236.92,37623.12000000002
2026-03-18 13:45:00+00:00,2236.92,2239.99,2228.25,2234.39,24058.119999999974
2026-03-18 14:00:00+00:00,2234.39,2236.21,2221.2,2222.05,28346.39999999999
2026-03-18 14:15:00+00:00,2222.05,2227.12,2211.35,2214.63,40995.17999999999
2026-03-18 14:30:00+00:00,2214.63,2223.52,2202.06,2203.32,47496.360000000015
2026-03-18 14:45:00+00:00,2203.32,2211.02,2186.08,2189.23,75581.72000000009
2026-03-18 15:00:00+00:00,2189.23,2194.82,2168.01,2179.96,90166.35000000006
2026-03-18 15:15:00+00:00,2179.96,2185.96,2173.46,2181.77,38316.98000000001
2026-03-18 15:30:00+00:00,2181.77,2191.14,2178.06,2182.73,28595.14999999998
2026-03-18 15:45:00+00:00,2182.73,2188.31,2176.03,2186.38,28115.4
2026-03-18 16:00:00+00:00,2186.38,2190.25,2174.11,2176.25,35702.36
2026-03-18 16:15:00+00:00,2176.25,2179.58,2165.97,2173.63,29524.95999999998
2026-03-18 16:30:00+00:00,2173.63,2179.01,2167.55,2179.01,17769.179999999957
2026-03-18 16:45:00+00:00,2179.01,2186.07,2176.79,2180.0,19137.35999999998
2026-03-18 17:00:00+00:00,2180.0,2182.98,2175.83,2181.03,13061.939999999968
2026-03-18 17:15:00+00:00,2181.03,2198.71,2178.65,2197.0,30957.23000000002
2026-03-18 17:30:00+00:00,2197.0,2210.17,2190.62,2203.15,44481.04000000002
2026-03-18 17:45:00+00:00,2203.15,2209.46,2200.2,2202.82,15480.12999999998
2026-03-18 18:00:00+00:00,2202.82,2218.98,2202.15,2214.05,30019.24999999997
2026-03-18 18:15:00+00:00,2214.05,2214.05,2190.94,2196.82,29102.83999999998
2026-03-18 18:30:00+00:00,2196.82,2208.0,2193.1,2198.25,18462.309999999976
2026-03-18 18:45:00+00:00,2198.25,2199.2,2174.89,2180.28,37500.52000000003
2026-03-18 19:00:00+00:00,2180.28,2192.77,2178.4,2187.55,16317.909999999967
2026-03-18 19:15:00+00:00,2187.55,2195.95,2186.44,2192.43,8863.949999999988
2026-03-18 19:30:00+00:00,2192.43,2195.33,2188.09,2190.68,9767.969999999985
2026-03-18 19:45:00+00:00,2190.68,2191.82,2178.65,2184.83,12827.319999999983
2026-03-18 20:00:00+00:00,2184.83,2187.46,2151.72,2171.2,48220.200000000055
2026-03-18 20:15:00+00:00,2171.2,2177.92,2168.15,2176.01,14771.429999999971
2026-03-18 20:30:00+00:00,2176.01,2184.9,2174.8,2179.78,12814.899999999978
2026-03-18 20:45:00+00:00,2179.78,2192.55,2177.17,2186.7,10510.409999999993
2026-03-18 21:00:00+00:00,2186.7,2193.93,2184.6,2187.93,10378.009999999977
2026-03-18 21:15:00+00:00,2187.93,2197.91,2187.52,2196.28,10102.30999999998
2026-03-18 21:30:00+00:00,2196.28,2203.43,2190.46,2200.51,11208.939999999982
2026-03-18 21:45:00+00:00,2200.51,2205.88,2197.25,2201.54,8513.469999999994
2026-03-18 22:00:00+00:00,2201.54,2202.46,2186.76,2189.29,13405.61999999998
2026-03-18 22:15:00+00:00,2189.29,2194.98,2187.6,2193.0,6351.539999999994
2026-03-18 22:30:00+00:00,2193.0,2193.73,2186.48,2190.51,5157.459999999996
2026-03-18 22:45:00+00:00,2190.51,2193.54,2188.38,2193.45,4725.499999999998
2026-03-18 23:00:00+00:00,2193.45,2197.97,2189.49,2192.83,9639.909999999983
2026-03-18 23:15:00+00:00,2192.83,2194.17,2187.87,2193.53,6250.279999999992
2026-03-18 23:30:00+00:00,2193.53,2203.28,2193.53,2200.6,11226.41999999998
2026-03-18 23:45:00+00:00,2200.6,2205.3,2198.86,2201.95,10972.419999999987
2026-03-19 00:00:00+00:00,2201.95,2206.8,2192.99,2200.26,14963.799999999992
2026-03-19 00:15:00+00:00,2200.26,2203.42,2195.18,2202.2,6632.419999999987
2026-03-19 00:30:00+00:00,2202.2,2203.28,2190.59,2191.41,8955.179999999984
2026-03-19 00:45:00+00:00,2191.41,2194.82,2189.73,2192.1,6889.839999999991
2026-03-19 01:00:00+00:00,2192.1,2196.22,2188.24,2190.0,8212.369999999986
2026-03-19 01:15:00+00:00,2190.0,2193.06,2186.1,2191.58,6452.299999999988
2026-03-19 01:30:00+00:00,2191.58,2200.47,2189.69,2198.59,9713.319999999982
2026-03-19 01:45:00+00:00,2198.59,2200.87,2195.57,2195.71,7494.87999999999
2026-03-19 02:00:00+00:00,2195.71,2200.39,2187.57,2199.17,12483.10999999998
2026-03-19 02:15:00+00:00,2199.17,2202.68,2197.63,2200.69,5686.509999999989
2026-03-19 02:30:00+00:00,2200.69,2203.88,2198.13,2202.78,5686.709999999991
2026-03-19 02:45:00+00:00,2202.78,2203.22,2194.85,2195.47,6242.24999999999
2026-03-19 03:00:00+00:00,2195.47,2205.9,2195.47,2204.37,7272.439999999988
2026-03-19 03:15:00+00:00,2204.37,2232.46,2203.79,2227.02,40728.66000000002
2026-03-19 03:30:00+00:00,2227.02,2228.47,2208.23,2209.01,24682.35999999997
2026-03-19 03:45:00+00:00,2209.01,2213.9,2205.43,2210.88,12620.40999999999
2026-03-19 04:00:00+00:00,2210.88,2212.01,2196.63,2200.01,18580.089999999997
2026-03-19 04:15:00+00:00,2200.01,2201.98,2191.45,2193.86,15880.71999999998
2026-03-19 04:30:00+00:00,2193.86,2197.61,2189.81,2193.41,12049.69
2026-03-19 04:45:00+00:00,2193.41,2196.78,2189.98,2192.41,7294.839999999987
2026-03-19 05:00:00+00:00,2192.41,2195.23,2189.75,2192.23,7060.159999999991
2026-03-19 05:15:00+00:00,2192.23,2197.56,2188.68,2189.71,7274.519999999988
2026-03-19 05:30:00+00:00,2189.71,2193.88,2185.31,2189.22,12989.19999999998
2026-03-19 05:45:00+00:00,2189.22,2191.04,2186.07,2187.98,6773.90999999999
2026-03-19 06:00:00+00:00,2187.98,2192.64,2181.27,2190.08,14982.229999999972
2026-03-19 06:15:00+00:00,2190.08,2194.88,2186.39,2186.4,7374.349999999989
2026-03-19 06:30:00+00:00,2186.4,2187.72,2176.96,2185.69,21315.88
2026-03-19 06:45:00+00:00,2185.69,2187.21,2176.79,2179.69,16618.90999999997
2026-03-19 07:00:00+00:00,2179.69,2181.44,2158.4,2159.28,56123.790000000125
2026-03-19 07:15:00+00:00,2159.28,2161.94,2141.76,2153.72,67901.41000000009
2026-03-19 07:30:00+00:00,2153.72,2174.19,2152.54,2166.71,38115.86999999998
2026-03-19 07:45:00+00:00,2166.71,2172.35,2162.74,2165.24,18769.129999999965
2026-03-19 08:00:00+00:00,2165.24,2169.97,2160.24,2164.68,15979.969999999976
2026-03-19 08:15:00+00:00,2164.68,2167.87,2157.07,2158.23,13145.639999999978
2026-03-19 08:30:00+00:00,2158.23,2165.92,2156.94,2159.71,17028.53999999997
2026-03-19 08:45:00+00:00,2159.71,2164.13,2157.43,2159.61,11874.43999999998
2026-03-19 09:00:00+00:00,2159.61,2167.18,2159.4,2163.04,11508.809999999976
2026-03-19 09:15:00+00:00,2163.04,2187.97,2161.78,2178.5,32963.03000000003
2026-03-19 09:30:00+00:00,2178.5,2185.51,2175.16,2181.73,14222.269999999971
2026-03-19 09:45:00+00:00,2181.73,2189.89,2180.13,2187.61,15136.009999999977
2026-03-19 10:00:00+00:00,2187.61,2190.74,2181.86,2183.18,15913.109999999991
2026-03-19 10:15:00+00:00,2183.18,2186.0,2180.3,2181.11,7339.029999999989
2026-03-19 10:30:00+00:00,2181.11,2181.69,2175.21,2177.18,13157.85999999998
2026-03-19 10:45:00+00:00,2177.18,2177.62,2171.46,2171.61,10041.919999999973
2026-03-19 11:00:00+00:00,2171.61,2175.43,2166.21,2169.5,11145.03999999998
2026-03-19 11:15:00+00:00,2169.5,2174.83,2167.87,2173.78,11024.859999999982
2026-03-19 11:30:00+00:00,2173.78,2176.68,2164.9,2166.55,13817.48999999998
2026-03-19 11:45:00+00:00,2166.55,2169.07,2164.72,2166.01,10831.669999999982
2026-03-19 12:00:00+00:00,2166.01,2166.59,2154.85,2161.13,32025.239999999976
2026-03-19 12:15:00+00:00,2161.13,2161.71,2152.36,2154.7,16578.189999999973
2026-03-19 12:30:00+00:00,2154.7,2157.45,2152.13,2153.05,16616.17999999998
2026-03-19 12:45:00+00:00,2153.05,2153.32,2129.05,2131.08,65734.96000000005
2026-03-19 13:00:00+00:00,2131.08,2135.23,2116.62,2118.59,59820.29000000007
2026-03-19 13:15:00+00:00,2118.59,2136.25,2116.4,2128.76,36305.89
2026-03-19 13:30:00+00:00,2128.76,2141.04,2110.3,2137.32,52245.480000000025
2026-03-19 13:45:00+00:00,2137.32,2142.48,2126.9,2136.26,32562.649999999987
2026-03-19 14:00:00+00:00,2136.26,2146.07,2124.88,2125.57,24342.37999999997
2026-03-19 14:15:00+00:00,2125.57,2128.18,2107.33,2108.46,32929.420000000006
2026-03-19 14:30:00+00:00,2108.46,2116.91,2101.32,2113.74,49591.840000000055
2026-03-19 14:45:00+00:00,2113.74,2130.49,2110.17,2120.57,35916.890000000014
2026-03-19 15:00:00+00:00,2120.57,2135.61,2119.34,2127.41,25451.219999999987
2026-03-19 15:15:00+00:00,2127.41,2134.26,2109.45,2111.23,30714.06000000001
2026-03-19 15:30:00+00:00,2111.23,2115.53,2103.29,2103.86,20217.799999999974
2026-03-19 15:45:00+00:00,2103.86,2125.97,2098.11,2117.57,41390.42
2026-03-19 16:00:00+00:00,2117.57,2121.18,2111.72,2114.69,20198.34999999996
2026-03-19 16:15:00+00:00,2114.69,2116.3,2105.46,2111.71,36531.3
2026-03-19 16:30:00+00:00,2111.71,2120.75,2105.83,2115.85,17762.78999999999
2026-03-19 16:45:00+00:00,2115.85,2116.89,2107.21,2113.97,10870.87999999998
2026-03-19 17:00:00+00:00,2113.97,2115.48,2103.59,2108.4,13442.60999999999
2026-03-19 17:15:00+00:00,2108.4,2126.6,2105.97,2124.33,26830.98000000001
2026-03-19 17:30:00+00:00,2124.33,2127.84,2113.91,2116.53,13764.21999999999
2026-03-19 17:45:00+00:00,2116.53,2130.91,2115.23,2126.06,11972.509999999987
2026-03-19 18:00:00+00:00,2126.06,2128.22,2120.97,2124.63,9291.30999999998
2026-03-19 18:15:00+00:00,2124.63,2126.29,2116.78,2117.65,7876.979999999991
2026-03-19 18:30:00+00:00,2117.65,2119.16,2112.98,2115.67,8164.289999999987
2026-03-19 18:45:00+00:00,2115.67,2125.16,2113.3,2123.96,9282.379999999985
2026-03-19 19:00:00+00:00,2123.96,2150.51,2123.65,2140.78,44252.66000000005
2026-03-19 19:15:00+00:00,2140.78,2155.87,2137.71,2143.74,29161.909999999974
